cid,Smiles,Standard Value,pIC50 Value
46175139.0,NC(=N)NC(=N)Nc1ccc(OCc2ccc(cc2)-c2ccccc2)cc1,111371.0,3.953227880792317
10448877.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccccc2)cc1,32.0,7.494850021680094
129010574.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2cccc(Cl)c2)cc1,20.0,7.698970004336019
129010575.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccccc2Cl)cc1,40.0,7.397940008672037
129010576.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(Cl)cc2Cl)cc1,29.0,7.5376020021010435
129010577.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(Br)cc2)cc1,33.0,7.481486060122113
129010578.0,COc1ccc(COc2ccc(cc2)N2C(N)=NC(N)=NC2(C)C)cc1,19.0,7.721246399047171
129010579.0,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(cc2)-c2ccccc2)cc1,12.0,7.920818753952375
4993.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,311.0769230769231,6.507132205387873
122164615.0,Nc1ncc(N2CCN(CC2)c2ccc(Cl)c(Cl)c2)c(N)n1,15.4,7.812479279163537
134144326.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2ccccc2)c(N)n1,8.736666666666666,8.058654233773062
155548037.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)C(F)(F)F)c(N)n1,61.85,7.208660296034861
137491959.0,Nc1ncc(N2CCN(CC2)c2ccccc2)c(N)n1,209.0,6.679853713888946
138460007.0,Nc1ncc(N2CCN(CC2)c2ccc(Cl)cc2)c(N)n1,45.85,7.33866065999396
155549118.0,Cc1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,75.45,7.122340755888391
130301096.0,Nc1ncc(N2CCN(CC2)c2cccc(Br)c2)c(N)n1,11.7,7.931814138253839
152598220.0,Nc1ncc(N2CCN(CC2)c2ccccc2-c2ccccc2)c(N)n1,30.95,7.509339346643864
157098233.0,Nc1ncc(N2CCC(CC2)c2ccccc2)c(N)n1,162.0,6.790484985457369
151656623.0,Cc1nc(N)nc(N)c1N1CCN(CC1)c1cccc(Cl)c1,8.13,8.089909454405932
13478352.0,Cc1nc(N)nc(N)c1N1CCN(CC1)c1ccccc1,26.3,7.580044251510242
161300264.0,CC1CN(CCN1c1cccc(c1)-c1ccccc1)c1cnc(N)nc1N,2.0,8.698970004336019
166611740.0,CC1CN(CCN1c1cnc(N)nc1N)c1cccc(c1)-c1ccccc1,138.0,6.860120913598763
626849.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccccc1,5.75,8.24033215531037
152056345.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1cccc(C)c1,3.47,8.459670525209127
166611741.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1cccc(OC)c1,4.37,8.359518563029578
166611742.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccccn1,6.46,8.189767482004916
138460136.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(F)cc1,6.92,8.159893905543242
151069622.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccncc1,269.0,6.570247719997592
57470745.0,CCCc1nc(N)nc(N)c1N1CCN(CC1)c1ccccc1,18.2,7.739928612014925
166611743.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cccc(F)c2)c(N)n1,11.5,7.939302159646388
155510882.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)C2CC2)c(N)n1,28.9,7.539102157243452
166611744.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cccc(c2)C#N)c(N)n1,3.89,8.410050398674292
155565754.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2ncccn2)c(N)n1,27.25,7.564633493387339
155531623.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cnccn2)c(N)n1,10.1,7.995678626217358
130301107.0,Cc1ncc(cn1)-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,4.234999999999999,8.373146585333274
155530674.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2ccnnc2)c(N)n1,6.015000000000001,8.220764368324136
138460276.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cncnc2)c(N)n1,4.795,8.319211388493317
134812633.0,COc1ncc(cn1)-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,2.42,8.616184634019568
138460130.0,COc1ncccc1-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,6.17,8.209714835966759
166611745.0,CCc1ncc(cn1)-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,7.24,8.140261433802854
137481257.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)C2CCOCC2)c(N)n1,34.7,7.459670525209126
166611746.0,Cc1ncc(cn1)-c1cccc(c1)C1CCN(CC1)c1cnc(N)nc1N,6.17,8.209714835966759
166611747.0,CN(C)c1ncc(cn1)-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,10.0,8.0
138459997.0,CCCc1nc(N)nc(N)c1N1CCC(CC1)c1ccccc1,11.7,7.931814138253839
158744604.0,CCCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(F)cc1,33.1,7.480172006224281
166611748.0,CNc1ncc(cn1)-c1cccc(c1)N1CCN(CC1)c1cnc(N)nc1N,5.62,8.250263684430939
166611749.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cnc(nc2)N2CCC2)c(N)n1,7.24,8.140261433802854
152225368.0,CCCc1nc(N)nc(N)c1N1CCN(CC1)c1ccccn1,25.7,7.590066876668706
162265467.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)-c2cnc(Cl)nc2)c(N)n1,6.76,8.170053304058364
151664291.0,CCCc1nc(N)nc(N)c1N1CCN(CC1)c1ncc(C)cn1,70.8,7.149966742310231
157905074.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(C)cc1,12.3,7.910094888560602
152506272.0,CCCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(OC)cn1,20.0,7.698970004336019
159439337.0,Nc1ncc(N2CCN(CC2)c2cccc(c2)N2CCOCC2)c(N)n1,138.0,6.860120913598763
138460138.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(F)cn1,4.17,8.379863945026242
152188656.0,CCc1nc(N)nc(N)c1N1CCN(CC1)c1ccc(C)cn1,5.89,8.229884705212898
138460149.0,Nc1nc(N)c(N2CCN(CC2)c2ccccc2)c(CC2CC2)n1,27.5,7.560667306169737
5271423.0,COc1ccc(cc1Cc1cnc(N)nc1N)C#Cc1ccc(cc1)C(O)=O,340.0,6.468521082957745
5271441.0,COc1cc(Cc2cnc(N)nc2N)cc(C#Cc2ccc(cc2)C(O)=O)c1OC,420.0,6.376750709602099
504023.0,COc1ccc(cc1Cc1cnc(N)nc1N)C#CCCCC(O)=O,32.0,7.494850021680094
44296584.0,CNc1ncc(Cc2cc(OC)c(OC)c(OC)c2)c(N)n1,2800.0,5.552841968657781
5271440.0,COc1cc(Cc2cnc(N)nc2N)cc(C#CCCCC(O)=O)c1OC,34.0,7.468521082957745
72468.0,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,16.0,7.795880017344075
457351.0,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,43.0,7.366531544420414
457349.0,CCOc1ccc(OCC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,18.666666666666668,7.728933227713462
457352.0,COc1ccc(cc1OC)N(C)Cc1cnc2nc(N)nc(N)c2c1C,29.0,7.5376020021010435
456205.0,Cc1c(CNc2cccc3ccccc23)cnc2nc(N)nc(N)c12,89.83333333333333,7.046562485196905
462576.0,COc1cc(cc(OC)c1OC)N(Cc1cnc2nc(N)nc(N)c2c1C)C(C)C,6.7,8.173925197299173
457345.0,COc1ccc(OC)c(c1)N(C)Cc1cnc2nc(N)nc(N)c2c1C,30.066666666666663,7.52191471717772
457355.0,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,41.16666666666666,7.385454297123978
447815.0,COc1cc(cc(OC)c1OC)N(C)Cc1cnc2nc(N)nc(N)c2c1C,0.7728571428571429,9.111900774907689
462575.0,COc1cc(cc(OC)c1OC)N(CC#C)Cc1cnc2nc(N)nc(N)c2c1C,7.7,8.113509274827518
456204.0,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,7.4,8.130768280269024
462577.0,CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,2.7,8.568636235841012
457350.0,CCOc1ccc(OCC)c(c1)N(C)Cc1cnc2nc(N)nc(N)c2c1C,76.33333333333333,7.117285772379774
72934.0,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,4.366666666666666,8.359849959063899
382165.0,COc1cc(OC)cc(c1)N(C)Cc1cnc2nc(N)nc(N)c2c1C,40.0,7.397940008672037
457354.0,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1OC,6.766666666666667,8.16962521680645
462574.0,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12,23.0,7.638272163982407
462102.0,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1,50.66666666666666,7.29527766677489
464889.0,COc1cc(cc(OC)c1OC)N(C)Cc1ccc2nc(N)nc(N)c2n1,17.8,7.749579997691106
464891.0,CN(Cc1ccc2nc(N)nc(N)c2n1)c1cccc(Cl)c1,20.0,7.698970004336019
461917.0,COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1,30.0,7.522878745280337
456895.0,CN(Cc1cnc2nc(N)nc(N)c2c1C)c1ccc(Cl)c(Cl)c1,27.0,7.568636235841013
464890.0,CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)cc1,15.0,7.823908740944319
461918.0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc(OC)c1OC,5.2,8.2839966563652
457778.0,COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1,113.33333333333331,6.945642337677407
457751.0,COc1cc(NCc2ccc3nc(N)nc(N)c3n2)cc(OC)c1OC,54.0,7.267606240177032
461919.0,COc1cc(cc(OC)c1OC)N(C)Cc1ccc2nc(N)nc(N)c2c1Cl,6.4,8.193820026016112
457341.0,Nc1nc(N)c2cc(CNc3cccc4ccccc34)ccc2n1,27.0,7.568636235841013
456431.0,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3n2)c1,6900.0,5.161150909262744
457344.0,COc1ccc(OC)c(c1)N(C)Cc1cnc2nc(N)nc(N)c2n1,210.0,6.6777807052660805
457346.0,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(C)c1,7.2,8.142667503568731
460024.0,Cc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,16.0,7.795880017344075
457343.0,COc1ccc(C)cc1NCc1cnc2nc(N)nc(N)c2c1C,15.0,7.823908740944319
464022.0,Cc1c(CSc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,90.0,7.045757490560675
314603.0,Nc1nc(N)c2nc(CNc3ccc(Cl)cc3)cnc2n1,590.0,6.229147988357856
464992.0,Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,23.33333333333333,7.632023214705406
457353.0,Cc1c(CNc2cccc3CCCCc23)cnc2nc(N)nc(N)c12,26.0,7.585026652029182
464035.0,COc1ccc(cc1N(C)Cc1cnc2nc(N)nc(N)c2c1C)C(F)(F)F,38.0,7.42021640338319
462113.0,Cc1c(CCc2cccc3ccccc23)cnc2nc(N)nc(N)c12,26.0,7.585026652029182
464018.0,COc1cccc(SCc2cnc3nc(N)nc(N)c3n2)c1,1600.0,5.795880017344075
457342.0,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(c1)C(F)(F)F,18.0,7.744727494896693
464021.0,Cc1cccc(SCc2cnc3nc(N)nc(N)c3n2)c1,1800.0,5.7447274948966935
456244.0,Nc1nc(N)c2nc(CCc3cccc4ccccc34)cnc2n1,820.0,6.086186147616283
464984.0,COc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1,63.0,7.200659450546418
456302.0,COc1ccc(OC)c(CCc2cnc3nc(N)nc(N)c3n2)c1,5400.0,5.267606240177032
456306.0,COc1ccc(OC)c(CCc2cnc3nc(N)nc(N)c3c2C)c1,7.9,8.102372908709558
464980.0,Cc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1,57.0,7.244125144327507
464033.0,COc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1OC,30.0,7.522878745280337
464020.0,Cc1ccc(SCc2cnc3nc(N)nc(N)c3n2)cc1,15000.0,4.823908740944319
464023.0,COc1cccc(SCc2cnc3nc(N)nc(N)c3c2C)c1,110.0,6.958607314841775
457339.0,COc1ccc(cc1NCc1cnc2nc(N)nc(N)c2n1)C(F)(F)F,10600.0,4.97469413473523
457338.0,COc1cc(NCc2cnc3nc(N)nc(N)c3n2)cc(c1)C(F)(F)F,890.0,6.050609993355088
464034.0,Cc1c(CSc2cccc(Cl)c2)cnc2nc(N)nc(N)c12,90.0,7.045757490560675
